"","Ob","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","Age","Age_new","TotalArea2","BsmtFinSF1_New","Neighborhood_Class","TotalArea2_Transformed","Age_new_Transformed","LotArea_Transformed","BsmtFinSF1_New_Transformed"
"290",290,160,"RL",36,2448,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","Wd Shng","Stone",106,"Gd","TA","PConc","Gd","TA","No","GLQ",573,"Unf",0,191,764,"GasA","Ex","Y","SBrkr",764,862,0,1626,1,0,2,1,2,1,"Gd",6,"Typ",0,"Not Applicable","BuiltIn",2003,"RFn",2,474,"TA","TA","Y",0,27,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,10,2008,"WD","Normal",157986.4188,5,5,4596,573,"very high",8.23369935246079,1.7099759466767,7.80302664363222,4.89258810929059
"291",291,120,"RL",43,7052,"Pave","No Alley","IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",240,"Gd","TA","PConc","Gd","TA","Av","GLQ",659,"Unf",0,705,1364,"GasA","Ex","Y","SBrkr",1364,0,0,1364,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"RFn",2,484,"TA","TA","Y",192,36,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2006,"WD","Normal",189767.2468,1,1,4816,659,"very high",8.33051056608116,1,8.86106654351776,5.06665523851652
"292",292,60,"RL",63,7875,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,847,847,"GasA","Ex","Y","SBrkr",847,1101,0,1948,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2003,"Fin",2,434,"TA","TA","Y",0,48,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2007,"WD","Normal",213502.7089,4,4,5193,1,"middle",8.48896182679519,1.5874010519682,8.97144846369383,1
"293",293,20,"RL",80,8400,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,9,1962,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",237,"Gd","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,1319,1319,"GasA","TA","Y","SBrkr",1537,0,0,1537,1,0,1,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",1962,"RFn",2,462,"TA","TA","Y",0,36,0,0,0,0,"Not Applicable","GdPrv","No misc feature",0,7,2008,"COD","Abnorml",177995.5768,46,46,5092,1,"middle",8.44738131610294,3.58304787101595,9.0359869848314,1
"294",294,20,"RL",78,9360,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,7,1968,2004,"Hip","CompShg","HdBoard","HdBoard","BrkFace",203,"TA","TA","CBlock","TA","TA","Av","ALQ",760,"Unf",0,216,976,"GasA","TA","Y","SBrkr",976,0,0,976,1,0,1,0,2,1,"Gd",4,"Typ",1,"Fa","Attchd",1968,"RFn",2,504,"TA","TA","Y",94,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,8,2006,"WD","Abnorml",152961.4486,38,38,3635,760,"middle",7.7647254413747,3.36197540679896,9.14420056947164,5.25053306857318
"295",295,20,"RL",59,11425,"Pave","No Alley","IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",486,"Unf",0,522,1008,"GasA","Gd","Y","SBrkr",1008,0,0,1008,0,0,1,0,2,1,"TA",4,"Typ",1,"Gd","Attchd",1954,"RFn",1,275,"TA","TA","Y",0,0,120,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2006,"WD","Normal",140983.8027,52,52,3299,486,"middle",7.57871505752113,3.73251115681725,9.34355921576241,4.69525374021986
"296",296,75,"RL",65,11888,"Pave","Pave","IR1","Bnk","Inside","Gtl","BrkSide","PosN","Norm","1Fam","2.5Unf",6,6,1916,1994,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,844,844,"GasA","Gd","N","FuseA",1445,689,0,2134,0,0,2,0,5,1,"Gd",10,"Typ",0,"Not Applicable","Detchd",1930,"Unf",2,441,"TA","TA","Y",0,60,268,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2009,"WD","Normal",218497.0222,93,93,5553,1,"low",8.63240720136888,4.53065489608349,9.38328476695754,1
"297",297,60,"RL",97,13478,"Pave","No Alley","IR1","Lvl","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",10,5,2008,2008,"Gable","CompShg","CemntBd","CmentBd","Stone",420,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1338,"Unf",0,384,1722,"GasA","Ex","Y","SBrkr",1728,568,0,2296,1,0,2,1,3,1,"Ex",10,"Typ",1,"Gd","BuiltIn",2008,"RFn",3,842,"TA","TA","Y",382,274,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2009,"ConLI","Normal",455978.6219,1,1,7576,1338,"very high",9.32953485378321,1,9.50881400550616,6.04803127607189
"298",298,75,"RM",60,6000,"Pave","No Alley","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",6,7,1915,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,728,728,"GasA","Gd","Y","SBrkr",728,728,0,1456,0,0,1,1,4,1,"Gd",7,"Typ",0,"Not Applicable","Detchd",1915,"Unf",1,308,"Fa","Fa","N",0,0,248,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2008,"WD","Normal",123756.2074,93,93,3948,1,"low",7.92673402415017,4.53065489608349,8.69951474821019,1
"299",299,20,"RL",66,8923,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1953,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",643,"Unf",0,365,1008,"GasA","Gd","Y","SBrkr",1008,0,0,1008,1,0,1,0,2,1,"Gd",6,"Typ",0,"Not Applicable","Attchd",1953,"Unf",1,240,"TA","TA","Y",0,18,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2007,"WD","Normal",138465.043,54,54,3264,643,"middle",7.55853341782272,3.77976314968462,9.09638749190015,5.03561760524088
"300",300,20,"RL",68,7922,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1953,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",731,"Unf",0,326,1057,"GasA","TA","Y","SBrkr",1057,0,0,1057,1,0,1,0,3,1,"Gd",5,"Typ",0,"Not Applicable","Detchd",1953,"Unf",1,246,"TA","TA","Y",0,52,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,1,2010,"WD","Abnorml",112917.0803,57,57,3417,731,"middle",7.6455942203796,3.8485011312768,8.97739897818186,5.1997126525599
"301",301,20,"RL",70,13300,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1956,2001,"Hip","CompShg","Wd Sdng","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",494,"Unf",0,521,1015,"GasA","Gd","Y","SBrkr",1384,0,0,1384,1,0,1,0,2,1,"TA",6,"Min1",0,"Not Applicable","Attchd",2001,"Unf",2,896,"TA","TA","Y",75,0,0,323,0,0,"Not Applicable","No Fence","Shed",400,6,2006,"WD","Normal",162746.0137,50,50,4679,494,"middle",8.27062369465875,3.68403149864039,9.49551931420985,4.7144576327392
"302",302,60,"RL",92,9920,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",862,"Unf",0,255,1117,"GasA","Ex","Y","SBrkr",1127,886,0,2013,1,0,2,1,3,1,"TA",8,"Typ",1,"TA","Attchd",1997,"Unf",2,455,"TA","TA","Y",180,130,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2007,"WD","Normal",273809.5128,11,11,5598,862,"very high",8.64984297429957,2.22398009056932,9.20230820027892,5.41847178748828
"303",303,60,"RL",149,12589,"Pave","No Alley","IR2","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,742,742,"GasA","Ex","Y","SBrkr",742,742,0,1484,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2005,"Fin",2,390,"TA","TA","Y",36,24,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2009,"WD","Normal",178064.3789,4,4,4100,1,"middle",8.00195241015144,1.5874010519682,9.44057869576626,1
"304",304,20,"RL",69,9920,"Pave","No Alley","IR1","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1969,1969,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",523,"Unf",0,448,971,"GasA","TA","Y","SBrkr",971,0,0,971,0,0,1,1,3,1,"TA",5,"Typ",1,"Po","Attchd",1969,"Unf",1,300,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2006,"WD","Normal",132606.9827,37,37,3213,523,"high",7.52883330158621,3.33222185164595,9.20230820027892,4.78217453174375
"305",305,20,"RL",73,9300,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,5,1960,1960,"Gable","CompShg","MetalSd","HdBoard","BrkFace",324,"TA","TA","CBlock","TA","TA","No","Rec",697,"Unf",0,571,1268,"GasA","TA","Y","SBrkr",1264,0,0,1264,1,0,1,0,3,1,"TA",6,"Typ",2,"Gd","Attchd",1960,"Unf",2,461,"TA","TA","Y",0,0,0,0,143,0,"Not Applicable","No Fence","No misc feature",0,4,2010,"WD","Normal",171582.4531,50,50,4581,697,"middle",8.22697301782806,3.68403149864039,9.13776967914135,5.13816675137039
"306",306,60,"RL",62,7415,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","GLQ",759,"Unf",0,80,839,"GasA","Ex","Y","SBrkr",864,729,0,1593,1,0,2,1,3,1,"TA",8,"Typ",1,"TA","Attchd",2004,"Fin",2,398,"TA","TA","Y",100,75,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,4,2008,"WD","Normal",196936.4361,4,4,4423,759,"middle",8.15509894842921,1.5874010519682,8.91126025457203,5.24880506667106
"307",307,60,"RL",71,8220,"Pave","No Alley","IR1","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2000,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",647,"Gd","TA","PConc","Gd","TA","Av","GLQ",544,"Unf",0,438,982,"GasA","Ex","Y","SBrkr",1008,884,0,1892,0,0,2,1,3,1,"TA",8,"Typ",1,"TA","Attchd",2000,"RFn",2,431,"TA","TA","Y",108,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2008,"WD","Normal",219527.8437,8,8,5844,544,"middle",8.74334372048049,2,9.01432548805023,4.82947280553284
"308",308,90,"RL",76,12436,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1957,1957,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1824,1824,"GasA","Fa","Y","FuseA",1824,0,0,1824,0,0,2,0,5,2,"TA",9,"Typ",0,"Not Applicable","Detchd",1958,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,1,2008,"WD","Normal",178175.6514,51,51,5956,1,"middle",8.78493742301554,3.70842976926619,9.42835077117864,1
"309",309,70,"RM",60,10337,"Pave","Pave","IR1","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",8,9,1910,1999,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,725,725,"GasA","Ex","N","SBrkr",909,863,0,1772,0,0,2,1,3,1,"Gd",7,"Typ",0,"Not Applicable","Detchd",1992,"Unf",2,816,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","MnPrv","No misc feature",0,5,2007,"WD","Normal",210355.068,97,97,5085,1,"low",8.44447665305721,4.59470089220704,9.24348497056848,1
"310",310,90,"RL",64,7018,"Pave","No Alley","Reg","Bnk","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","SFoyer",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","Stone",275,"TA","TA","CBlock","Gd","TA","Av","GLQ",1086,"Unf",0,0,1086,"GasA","TA","Y","SBrkr",1224,0,0,1224,2,0,0,2,2,2,"TA",6,"Typ",2,"TA","Detchd",1979,"Unf",2,528,"TA","TA","Y",120,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2009,"WD","Alloca",157360.8698,30,30,4337,1086,"middle",8.11516502014024,3.10723250595386,8.85623355614316,5.74060224249757
"311",311,60,"RL",47,53504,"Pave","No Alley","IR2","HLS","CulDSac","Mod","StoneBr","Norm","Norm","1Fam","2Story",8,5,2003,2003,"Hip","CompShg","CemntBd","Wd Shng","BrkFace",603,"Ex","TA","PConc","Gd","TA","Gd","ALQ",1416,"Unf",0,234,1650,"GasA","Ex","Y","SBrkr",1690,1589,0,3279,1,0,3,1,4,1,"Ex",12,"Mod",1,"Gd","BuiltIn",2003,"Fin",3,841,"TA","TA","Y",503,36,0,0,210,0,"Not Applicable","No Fence","No misc feature",0,6,2010,"WD","Normal",541980.524,7,7,9652,1416,"very high",9.91184103618097,1.91293118277239,10.8875116964444,6.13431132601318
"312",312,20,"RL",80,9200,"Pave","No Alley","IR1","Lvl","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1975,1980,"Hip","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","Av","LwQ",280,"BLQ",491,167,938,"GasA","TA","Y","SBrkr",938,0,0,938,1,0,1,0,3,1,"TA",5,"Typ",0,"Not Applicable","Detchd",1977,"Unf",1,308,"TA","TA","Y",145,0,0,0,0,0,"Not Applicable","MnPrv","No misc feature",0,7,2008,"WD","Normal",134228.6568,33,33,3122,280,"high",7.47494884121597,3.20753432999583,9.12695876303713,4.09062348923505
"313",313,20,"RL",60,11664,"Pave","No Alley","Reg","Lvl","Inside","Gtl","NAmes","Artery","Norm","1Fam","1Story",6,5,1948,1950,"Gable","CompShg","MetalSd","MetalSd","BrkFace",206,"TA","TA","CBlock","TA","Fa","No","BLQ",336,"Unf",0,746,1082,"GasA","TA","Y","SBrkr",1082,0,0,1082,0,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1948,"Unf",1,240,"TA","TA","Y",0,130,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,11,2007,"WD","Normal",123289.3378,59,59,3692,336,"middle",7.79498749991642,3.89299641587326,9.36426245424844,4.28139028585615
"314",314,120,"RL",60,3136,"Pave","No Alley","IR1","Lvl","Corner","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",163,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1405,1405,"GasA","Ex","Y","SBrkr",1405,0,0,1405,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2003,"RFn",2,478,"TA","TA","Y",148,36,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,3,2006,"WD","Normal",175534.5657,3,3,4856,1,"very high",8.34775452206983,1.44224957030741,8.0507033814703,1
"315",315,20,"RL",89,12461,"Pave","No Alley","Reg","Lvl","Corner","Gtl","NoRidge","Norm","Norm","1Fam","1Story",8,5,1994,1995,"Gable","CompShg","ImStucc","ImStucc","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",1456,"Unf",0,168,1624,"GasA","Ex","Y","SBrkr",1624,0,0,1624,1,0,2,0,2,1,"Gd",5,"Typ",1,"Fa","Attchd",1994,"RFn",3,757,"TA","TA","Y",0,114,192,0,0,0,"Not Applicable","GdPrv","No misc feature",0,7,2006,"WD","Normal",265966.8102,12,12,5629,1456,"very high",8.66179322817226,2.28942848510666,9.43035904594287,6.17718123877532
"316",316,20,"RL",85,10936,"Pave","No Alley","Reg","Lvl","Corner","Gtl","Somerst","Feedr","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",60,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1504,1504,"GasA","Ex","Y","SBrkr",1504,0,0,1504,0,0,2,0,3,1,"Gd",7,"Typ",0,"Not Applicable","Attchd",2006,"Fin",2,510,"TA","TA","Y",144,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,9,2006,"New","Partial",239710.8699,1,1,5082,1,"high",8.44323087937825,1,9.29981537840379,1
"317",317,20,"RL",60,7350,"Pave","No Alley","Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1951,1951,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Mn","ALQ",852,"Unf",0,100,952,"GasA","TA","Y","SBrkr",952,0,0,952,1,0,1,0,2,1,"TA",4,"Typ",0,"Not Applicable","Detchd",1988,"Unf",2,840,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,6,2008,"COD","Abnorml",142961.6239,57,57,3696,852,"middle",7.79709796105465,3.8485011312768,8.90245559220688,5.40268813079682
"318",318,20,"RL",109,8724,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1968,1968,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",492,"Unf",0,402,894,"GasA","Gd","Y","SBrkr",894,0,0,894,0,0,1,0,3,1,"TA",5,"Typ",1,"Po","Attchd",1968,"Fin",2,450,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2007,"WD","Normal",132815.9485,39,39,3132,492,"low",7.48092737022175,3.39121144301417,9.07383312732152,4.70967865281898
"319",319,60,"RL",99,16779,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","2Story",5,4,1920,1996,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",356,"TA","Fa","CBlock","Gd","TA","No","BLQ",267,"Unf",0,404,671,"GasA","Fa","Y","SBrkr",1567,1087,0,2654,0,0,3,0,4,1,"TA",11,"Mod",1,"Gd","Attchd",1946,"Unf",2,638,"TA","TA","Y",128,570,0,0,0,0,"Not Applicable","No Fence","Shed",500,5,2007,"WD","Normal",214535.8531,87,87,6973,267,"low",9.13807916890616,4.43104762169363,9.7278833834897,4.04229324002703
"320",320,20,"RL",200,11027,"Pave","No Alley","IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1954,1954,"Hip","CompShg","Wd Sdng","Wd Sdng","Stone",28,"TA","TA","CBlock","TA","TA","No","BLQ",468,"Rec",539,171,1178,"GasA","Gd","Y","SBrkr",1293,0,0,1293,1,0,2,0,2,1,"TA",5,"Typ",0,"Not Applicable","Attchd",1954,"RFn",2,452,"TA","TA","Y",280,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2006,"WD","Normal",156989.3909,52,52,4244,468,"middle",8.07130657945845,3.73251115681725,9.30810208975868,4.65116196802304
"321",321,60,"RL",85,11900,"Pave","No Alley","Reg","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",5,6,1977,1977,"Gable","CompShg","HdBoard","Wd Sdng","BrkFace",157,"TA","TA","PConc","Gd","TA","No","ALQ",400,"Unf",0,722,1122,"GasA","Ex","Y","SBrkr",946,988,0,1934,1,0,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1977,"Unf",2,567,"TA","TA","P",0,176,0,0,200,0,"Not Applicable","No Fence","No misc feature",0,7,2009,"WD","Normal",188981.206,32,32,5714,400,"middle",8.69430875664403,3.1748021039364,9.38429367909962,4.47213595499958
"322",322,60,"RL",75,19522,"Pave","No Alley","IR1","Bnk","Inside","Gtl","Veenker","Norm","Norm","1Fam","2Story",7,5,1990,1990,"Gable","CompShg","HdBoard","HdBoard","BrkFace",272,"Gd","TA","PConc","Gd","TA","No","GLQ",727,"Unf",0,496,1223,"GasA","Gd","Y","SBrkr",1271,1232,0,2503,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1990,"RFn",2,564,"TA","TA","Y",0,99,0,0,182,0,"Not Applicable","No Fence","No misc feature",0,2,2007,"WD","Normal",282769.4634,17,17,7065,727,"high",9.16807255407217,2.57128159065824,9.87929731373491,5.1925848597231
"323",323,50,"RL",79,12327,"Pave","No Alley","IR1","Low","Inside","Mod","SawyerW","Norm","Norm","1Fam","1.5Fin",8,8,1983,2009,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",1441,"Unf",0,55,1496,"GasA","Ex","Y","SBrkr",1496,636,0,2132,1,0,1,1,1,1,"Gd",5,"Min2",1,"Gd","BuiltIn",1983,"Fin",2,612,"Gd","TA","Y",349,40,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,9,2009,"WD","Normal",320654.3353,26,26,6372,1441,"middle",8.93447302161132,2.96249606840737,9.41954725755152,6.16120976693738
"324",324,20,"RL",77,8593,"Pave","No Alley","IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1957,1957,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",288,"Unf",0,619,907,"GasA","Ex","Y","SBrkr",907,0,0,907,0,0,1,0,3,1,"TA",5,"Typ",0,"Not Applicable","Detchd",1964,"Unf",1,352,"TA","TA","Y",0,0,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,7,2008,"WD","Normal",113233.0483,51,51,3073,288,"middle",7.44544466141149,3.70842976926619,9.05870319731322,4.11953428781424
"325",325,60,"RL",84,14260,"Pave","No Alley","IR1","Lvl","FR2","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",350,"Gd","TA","PConc","Gd","TA","Av","GLQ",655,"Unf",0,490,1145,"GasA","Ex","Y","SBrkr",1145,1053,0,2198,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",2000,"RFn",3,836,"TA","TA","Y",192,84,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,12,2008,"WD","Normal",253894.4054,8,8,6727,655,"very high",9.05639501363552,2,9.56521369396829,5.0589492766917
"326",326,60,"RL",50,13128,"Pave","No Alley","IR1","HLS","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",216,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1074,1074,"GasA","Ex","Y","SBrkr",1074,990,0,2064,0,0,2,1,4,1,"Gd",7,"Typ",1,"Gd","Attchd",2005,"Fin",2,527,"TA","TA","Y",0,119,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,1,2006,"WD","Normal",261648.1796,1,1,5945,1,"middle",8.7808784358289,1,9.48250263276993,1
"327",327,160,"FV",30,3180,"Pave","Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,689,689,"GasA","Ex","Y","SBrkr",703,689,0,1392,0,0,2,0,2,1,"Gd",5,"Typ",0,"Not Applicable","Detchd",2007,"Unf",2,540,"TA","TA","Y",0,102,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,3,2008,"WD","Abnorml",178777.1495,1,1,4013,1,"high",7.9591610021941,1,8.06463647577422,1
"328",328,20,"RL",63,13072,"Pave","No Alley","Reg","Lvl","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",941,"Unf",0,217,1158,"GasA","Ex","Y","SBrkr",1158,0,0,1158,1,0,1,1,3,1,"Gd",5,"Typ",0,"Not Applicable","Detchd",2006,"Unf",2,576,"TA","TA","Y",0,50,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,5,2006,"New","Partial",162001.0172,2,2,4050,941,"middle",7.97744384541748,1.25992104989487,9.47822781709978,5.53856689951073
"329",329,20,"RL",75,9675,"Pave","No Alley","Reg","Lvl","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1975,1975,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",330,"Rec",432,102,864,"GasA","TA","Y","SBrkr",879,0,0,879,0,0,1,0,3,1,"TA",5,"Typ",0,"Not Applicable","Attchd",1975,"Unf",2,440,"TA","TA","Y",0,80,0,0,0,0,"Not Applicable","No Fence","No misc feature",0,9,2007,"Con","Normal",126061.1679,32,32,3062,330,"high",7.43877283757393,3.1748021039364,9.17730051789798,4.26214759535436
